Sat Feb  8 21:02:38 2020	 300.0	 0.00000	 0.98000	 -0.04000	 -8.54000	 1.82000	 -4.35000	 -2.03000	3	
Sat Feb  8 21:02:38 2020	 301.0	 0.00000	 1.00000	 -0.06000	 -8.80000	 2.14000	 -5.04000	 -1.79000	3	
Sat Feb  8 21:02:38 2020	 302.0	 0.00000	 0.94000	 -0.11000	 -8.44000	 1.20000	 -3.72000	 -1.31000	3	
Sat Feb  8 21:02:38 2020	 303.0	 0.00000	 0.86000	 -0.05000	 -8.61000	 3.22000	 -6.05000	 -0.82000	3	
Sat Feb  8 21:02:39 2020	 304.0	 0.00000	 0.95000	 -0.11000	 -8.55000	 1.98000	 -4.73000	 -1.21000	3	
Sat Feb  8 21:02:39 2020	 305.0	 0.00000	 1.02000	 -0.09000	 -8.61000	 0.31000	 -4.53000	 -2.49000	3	
Sat Feb  8 21:02:39 2020	 306.0	 0.00000	 1.01000	 -0.12000	 -8.52000	 2.71000	 -3.87000	 -0.89000	3	
Sat Feb  8 21:02:39 2020	 307.0	 0.00000	 0.90000	 -0.03000	 -8.65000	 0.07000	 -5.63000	 -2.30000	3	
Sat Feb  8 21:02:40 2020	 308.0	 0.00000	 0.94000	 -0.06000	 -8.70000	 2.48000	 -3.64000	 -0.89000	3	
Sat Feb  8 21:02:40 2020	 309.0	 0.00000	 0.94000	 -0.14000	 -8.49000	 1.91000	 -4.73000	 -1.53000	3	
Sat Feb  8 21:02:40 2020	 310.0	 0.00000	 0.93000	 -0.14000	 -8.82000	 1.60000	 -4.56000	 -2.11000	3	
Sat Feb  8 21:02:41 2020	 311.0	 0.00000	 0.93000	 -0.20000	 -8.57000	 3.33000	 -3.63000	 0.18000	3	
Sat Feb  8 21:02:41 2020	 312.0	 0.00000	 0.94000	 -0.09000	 -8.59000	 1.01000	 -5.18000	 -0.91000	3	
Sat Feb  8 21:02:41 2020	 313.0	 0.00000	 0.88000	 -0.19000	 -8.47000	 2.04000	 -4.44000	 -1.40000	3	
Sat Feb  8 21:02:41 2020	 314.0	 0.00000	 0.90000	 -0.09000	 -8.75000	 1.50000	 -5.13000	 -0.50000	3	
Sat Feb  8 21:02:42 2020	 315.0	 0.00000	 1.00000	 -0.13000	 -8.45000	 2.20000	 -3.51000	 -0.98000	3	
Sat Feb  8 21:02:42 2020	 316.0	 0.00000	 0.98000	 -0.19000	 -8.55000	 0.89000	 -5.50000	 -0.78000	3	
Sat Feb  8 21:02:42 2020	 317.0	 0.00000	 0.91000	 -0.11000	 -8.70000	 2.67000	 -3.19000	 -1.58000	3	
Sat Feb  8 21:02:42 2020	 318.0	 0.00000	 1.01000	 -0.21000	 -8.53000	 2.18000	 -4.98000	 -1.23000	3	
Sat Feb  8 21:02:43 2020	 319.0	 0.00000	 0.90000	 -0.12000	 -8.61000	 1.45000	 -4.22000	 -1.19000	3	
Sat Feb  8 21:02:43 2020	 320.0	 0.00000	 0.99000	 -0.10000	 -8.65000	 0.79000	 -4.45000	 -1.94000	3	
Sat Feb  8 21:02:43 2020	 321.0	 0.00000	 0.94000	 -0.17000	 -8.51000	 2.88000	 -3.14000	 -1.67000	3	
Sat Feb  8 21:02:43 2020	 322.0	 0.00000	 0.96000	 -0.09000	 -8.60000	 2.42000	 -4.15000	 -0.73000	3	
Sat Feb  8 21:02:44 2020	 323.0	 0.00000	 0.89000	 -0.13000	 -8.57000	 2.12000	 -4.43000	 -1.32000	3	
Sat Feb  8 21:02:44 2020	 324.0	 0.00000	 0.94000	 -0.14000	 -8.68000	 1.53000	 -3.99000	 -1.02000	3	
Sat Feb  8 21:02:44 2020	 325.0	 0.00000	 0.86000	 -0.20000	 -8.63000	 -0.33000	 -3.54000	 -1.39000	3	
Sat Feb  8 21:02:51 2020	 352.0	 0.00000	 0.73000	 0.29000	 7.56000	 1.98000	 -5.56000	 -2.13000	4	
Sat Feb  8 21:02:51 2020	 353.0	 0.00000	 1.18000	 0.16000	 7.48000	 0.65000	 -2.15000	 -1.79000	4	
Sat Feb  8 21:02:52 2020	 354.0	 0.00000	 0.80000	 0.27000	 7.75000	 2.45000	 -4.74000	 -2.76000	4	
Sat Feb  8 21:02:52 2020	 355.0	 0.00000	 0.76000	 0.14000	 7.82000	 0.46000	 -4.45000	 -2.12000	4	
